CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Card_Category,Marital_Status,status
710194683,43,M,3,Graduate,Rp 8.000.000 - Rp 15.000.000,30,3,1,4,3244000.0,2260000,984000.0,2313000,39,0.697,Blue,Unknown,Existing Customer
780373233,39,F,4,Unknown,< Rp 3.000.000,29,5,3,0,2863000.0,1940000,923000.0,4985000,90,0.678,Blue,Single,Existing Customer
826061508,49,F,4,Uneducated,< Rp 3.000.000,45,1,3,1,5975000.0,2045000,3930000.0,13090000,102,0.342,Blue,Unknown,Existing Customer
720688158,37,F,3,High School,< Rp 3.000.000,25,3,2,4,2282000.0,0,2282000.0,2751000,68,0.0,Blue,Single,Existing Customer
780222408,49,F,5,Graduate,< Rp 3.000.000,36,1,3,2,3272000.0,2085000,1187000.0,4444000,83,0.637,Blue,Unknown,Existing Customer
711263058,29,F,1,Unknown,< Rp 3.000.000,36,1,1,2,2763000.0,1879000,884000.0,4660000,80,0.68,Blue,Single,Existing Customer
826717533,42,M,3,Graduate,Rp 8.000.000 - Rp 15.000.000,38,6,1,1,16105000.0,724000,15381000.0,4631000,76,0.045,Blue,Unknown,Existing Customer
712425258,46,F,4,Unknown,< Rp 3.000.000,26,6,1,3,1859000.0,1379000,480000.0,4260000,72,0.742,Blue,Single,Existing Customer
710783358,46,M,3,High School,Rp 8.000.000 - Rp 15.000.000,35,5,3,2,2570000.0,1764000,806000.0,4442000,85,0.686,Blue,Unknown,Existing Customer
710633808,26,M,0,Graduate,Rp 5.000.000 - Rp 8.000.000,13,3,3,3,7102000.0,0,7102000.0,2411000,41,0.0,Blue,Single,Existing Customer
711906033,48,F,3,Graduate,< Rp 3.000.000,36,4,2,2,6182000.0,1131000,5051000.0,3546000,63,0.183,Blue,Unknown,Existing Customer
708704433,36,F,3,High School,Unknown,23,6,3,4,2804000.0,2090000,714000.0,2812000,77,0.745,Blue,Single,Existing Customer
714658233,46,F,5,High School,< Rp 3.000.000,37,4,3,3,1438300.0,725000,713300.0,3916000,79,0.504,Blue,Unknown,Existing Customer
768475383,62,F,0,Unknown,Rp 3.000.000 - Rp 5.000.000,56,6,1,2,4467000.0,0,4467000.0,4007000,74,0.0,Blue,Single,Existing Customer
720510333,40,F,3,College,Rp 3.000.000 - Rp 5.000.000,20,6,2,2,2037000.0,1349000,688000.0,4574000,84,0.662,Blue,Unknown,Existing Customer
812089383,41,M,5,Unknown,Rp 8.000.000 - Rp 15.000.000,36,1,2,3,1438300.0,892000,546300.0,4426000,88,0.62,Blue,Single,Existing Customer
719428308,50,M,2,High School,Rp 5.000.000 - Rp 8.000.000,41,6,2,2,3244000.0,1762000,1482000.0,1274000,32,0.543,Blue,Unknown,Existing Customer
717914808,65,M,1,High School,Unknown,36,4,3,5,4465000.0,703000,3762000.0,4044000,66,0.157,Blue,Single,Existing Customer
710657508,32,M,0,College,< Rp 3.000.000,36,3,3,4,3788000.0,1325000,2463000.0,3975000,65,0.35,Blue,Unknown,Existing Customer
710769258,40,F,2,Graduate,Unknown,27,4,2,3,4438000.0,1513000,2925000.0,3895000,75,0.341,Blue,Single,Existing Customer
813952233,44,M,3,Graduate,< Rp 3.000.000,39,5,2,4,2978000.0,2134000,844000.0,1413000,46,0.717,Blue,Unknown,Existing Customer
779725833,42,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,26,4,3,2,11761000.0,1775000,9986000.0,4946000,73,0.151,Blue,Single,Existing Customer
714417183,39,F,1,Uneducated,< Rp 3.000.000,31,1,3,1,9511000.0,2220000,7291000.0,7041000,95,0.233,Blue,Unknown,Existing Customer
793461933,37,M,3,High School,Rp 8.000.000 - Rp 15.000.000,31,4,2,4,5699000.0,1006000,4693000.0,2835000,57,0.177,Blue,Single,Existing Customer
720179883,40,M,4,College,Rp 8.000.000 - Rp 15.000.000,25,3,3,1,1962000.0,0,1962000.0,1179000,27,0.0,Blue,Unknown,Existing Customer
769578108,40,M,4,Unknown,Rp 5.000.000 - Rp 8.000.000,26,2,2,3,20929000.0,1652000,19277000.0,4001000,76,0.079,Blue,Single,Existing Customer
713750583,55,F,1,College,< Rp 3.000.000,36,4,2,4,1928000.0,1125000,803000.0,2190000,30,0.584,Blue,Unknown,Existing Customer
709310433,65,F,0,Unknown,< Rp 3.000.000,56,3,2,2,5441000.0,812000,4629000.0,4480000,76,0.149,Blue,Single,Existing Customer
710231433,56,M,1,Uneducated,Rp 5.000.000 - Rp 8.000.000,43,5,1,4,3110000.0,2378000,732000.0,3395000,75,0.765,Blue,Unknown,Existing Customer
818045958,46,M,4,Graduate,Rp 3.000.000 - Rp 5.000.000,41,5,3,2,6741000.0,1745000,4996000.0,1682000,46,0.259,Blue,Single,Existing Customer
714732183,47,M,4,Uneducated,Rp 3.000.000 - Rp 5.000.000,36,6,3,2,3402000.0,1607000,1795000.0,3188000,65,0.472,Blue,Unknown,Existing Customer
796196733,52,F,2,Unknown,Rp 3.000.000 - Rp 5.000.000,46,4,2,3,4259000.0,0,4259000.0,4389000,80,0.0,Blue,Single,Existing Customer
708790833,42,M,5,Uneducated,> Rp 15.000.000,31,5,3,2,6748000.0,1467000,5281000.0,1201000,42,0.217,Blue,Unknown,Existing Customer
772658658,57,M,2,High School,Rp 5.000.000 - Rp 8.000.000,47,6,3,4,2248000.0,0,2248000.0,4439000,77,0.0,Blue,Single,Existing Customer
710740008,57,M,1,Graduate,Rp 8.000.000 - Rp 15.000.000,39,3,1,1,1438300.0,641000,797300.0,5140000,82,0.446,Blue,Unknown,Existing Customer
712452033,26,M,1,Unknown,< Rp 3.000.000,13,6,2,3,2479000.0,828000,1651000.0,2225000,44,0.334,Blue,Single,Existing Customer
712847208,47,F,3,Graduate,Rp 3.000.000 - Rp 5.000.000,36,5,2,3,5369000.0,1854000,3515000.0,1898000,50,0.345,Blue,Unknown,Existing Customer
715640358,43,M,3,High School,Rp 3.000.000 - Rp 5.000.000,36,6,3,3,4112000.0,768000,3344000.0,1334000,40,0.187,Blue,Single,Existing Customer
719962458,44,F,2,Graduate,< Rp 3.000.000,34,3,2,2,2561000.0,1491000,1070000.0,4869000,70,0.582,Blue,Unknown,Existing Customer
718510983,54,F,3,Unknown,Rp 3.000.000 - Rp 5.000.000,41,1,3,2,4440000.0,0,4440000.0,3720000,89,0.0,Blue,Single,Existing Customer
718423533,57,M,3,College,Rp 5.000.000 - Rp 8.000.000,50,6,3,4,16791000.0,1181000,15610000.0,2983000,74,0.07,Blue,Unknown,Existing Customer
814593858,58,M,3,High School,> Rp 15.000.000,53,4,1,2,6103000.0,1798000,4305000.0,1468000,34,0.295,Blue,Single,Existing Customer
720163458,38,M,1,Uneducated,> Rp 15.000.000,21,4,2,3,28043000.0,1786000,26257000.0,14521000,109,0.064,Blue,Unknown,Existing Customer
813895458,49,F,0,Unknown,Unknown,43,6,3,3,2874000.0,0,2874000.0,4617000,89,0.0,Blue,Single,Existing Customer
821837958,43,M,3,College,Rp 8.000.000 - Rp 15.000.000,39,3,3,1,24850000.0,1662000,23188000.0,1226000,25,0.067,Blue,Unknown,Existing Customer
714576183,47,M,4,Graduate,Rp 8.000.000 - Rp 15.000.000,36,6,3,2,21637000.0,2030000,19607000.0,1222000,23,0.094,Blue,Single,Existing Customer
713809833,42,F,3,Graduate,Unknown,32,2,3,2,9749000.0,859000,8890000.0,4684000,86,0.088,Blue,Unknown,Existing Customer
708760458,47,M,1,High School,Rp 8.000.000 - Rp 15.000.000,36,4,3,4,17655000.0,0,17655000.0,3692000,79,0.0,Blue,Single,Existing Customer
771219033,42,M,1,Uneducated,Rp 8.000.000 - Rp 15.000.000,29,4,3,3,17506000.0,1979000,15527000.0,4199000,73,0.113,Blue,Unknown,Existing Customer
712204308,33,M,0,Unknown,Rp 3.000.000 - Rp 5.000.000,36,6,1,1,10023000.0,504000,9519000.0,2878000,65,0.05,Blue,Single,Existing Customer
716436483,45,F,3,Uneducated,< Rp 3.000.000,36,4,4,3,6245000.0,0,6245000.0,2521000,50,0.0,Blue,Unknown,Existing Customer
714892533,26,M,0,Unknown,Unknown,16,5,3,2,3877000.0,0,3877000.0,2473000,33,0.0,Blue,Single,Existing Customer
718388733,38,F,1,College,< Rp 3.000.000,32,2,3,3,2609000.0,1259000,1350000.0,8677000,96,0.483,Blue,Unknown,Existing Customer
710461083,56,F,2,Graduate,< Rp 3.000.000,46,4,1,3,1438300.0,0,1438300.0,4333000,84,0.0,Blue,Single,Existing Customer
810856833,45,M,4,College,> Rp 15.000.000,40,3,2,2,11962000.0,1025000,10937000.0,1907000,52,0.086,Blue,Unknown,Existing Customer
718108758,43,M,2,Unknown,Rp 5.000.000 - Rp 8.000.000,36,3,1,2,6039000.0,1759000,4280000.0,4538000,86,0.291,Blue,Single,Existing Customer
806219808,52,M,3,College,> Rp 15.000.000,47,5,6,3,5119000.0,1972000,3147000.0,5146000,88,0.385,Blue,Unknown,Existing Customer
721425558,52,M,2,Graduate,> Rp 15.000.000,37,2,3,2,14543000.0,0,14543000.0,1536000,37,0.0,Blue,Single,Existing Customer
771403008,52,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,40,4,1,3,7215000.0,0,7215000.0,4409000,75,0.0,Blue,Unknown,Existing Customer
714248733,26,F,0,Unknown,Unknown,13,4,1,2,4395000.0,1240000,3155000.0,2272000,46,0.282,Blue,Single,Existing Customer
712723608,44,F,3,Uneducated,< Rp 3.000.000,36,6,2,4,1713000.0,0,1713000.0,3999000,66,0.0,Blue,Unknown,Existing Customer
804481608,37,F,1,Unknown,< Rp 3.000.000,32,6,3,3,9661000.0,0,9661000.0,2825000,60,0.0,Blue,Single,Existing Customer
779528658,42,M,4,College,Rp 5.000.000 - Rp 8.000.000,25,4,3,3,3092000.0,1115000,1977000.0,2133000,41,0.361,Blue,Unknown,Existing Customer
712202433,46,F,2,High School,< Rp 3.000.000,36,3,3,4,2283000.0,1020000,1263000.0,3687000,68,0.447,Blue,Single,Existing Customer
715567608,45,F,1,High School,< Rp 3.000.000,35,4,4,4,4406000.0,1247000,3159000.0,3964000,76,0.283,Blue,Unknown,Existing Customer
708931908,48,M,3,High School,Rp 3.000.000 - Rp 5.000.000,36,3,2,3,7400000.0,636000,6764000.0,1568000,51,0.086,Blue,Single,Existing Customer
709523508,65,F,0,Uneducated,< Rp 3.000.000,53,5,1,2,11097000.0,0,11097000.0,4836000,83,0.0,Silver,Unknown,Existing Customer
714113658,52,M,2,Unknown,Rp 8.000.000 - Rp 15.000.000,41,3,3,1,2757000.0,1425000,1332000.0,3992000,76,0.517,Blue,Single,Existing Customer
708773583,52,F,3,Graduate,Rp 3.000.000 - Rp 5.000.000,45,5,2,0,10859000.0,1710000,9149000.0,3987000,64,0.157,Blue,Unknown,Existing Customer
715187733,26,F,1,Unknown,Unknown,15,3,4,3,5464000.0,0,5464000.0,2473000,46,0.0,Blue,Single,Existing Customer
711654558,46,M,3,Graduate,Rp 5.000.000 - Rp 8.000.000,36,6,3,4,2179000.0,1632000,547000.0,4025000,69,0.749,Blue,Unknown,Existing Customer
798769458,29,F,1,High School,< Rp 3.000.000,23,3,1,2,3318000.0,927000,2391000.0,3011000,83,0.279,Blue,Single,Existing Customer
712096758,49,F,2,Graduate,Rp 3.000.000 - Rp 5.000.000,36,6,3,1,5370000.0,653000,4717000.0,4504000,81,0.122,Blue,Unknown,Existing Customer
713563383,50,F,3,Unknown,< Rp 3.000.000,36,1,3,3,1930000.0,952000,978000.0,3862000,80,0.493,Blue,Single,Existing Customer
787833333,44,M,3,College,Rp 8.000.000 - Rp 15.000.000,35,6,1,2,6361000.0,1292000,5069000.0,1571000,38,0.203,Blue,Unknown,Existing Customer
711356733,45,F,5,Unknown,< Rp 3.000.000,36,2,2,3,3883000.0,847000,3036000.0,4667000,90,0.218,Blue,Single,Existing Customer
719213133,53,M,1,Graduate,Rp 5.000.000 - Rp 8.000.000,41,4,1,2,2432000.0,1554000,878000.0,3670000,60,0.639,Blue,Unknown,Existing Customer
715432608,43,M,4,Unknown,Rp 5.000.000 - Rp 8.000.000,36,4,1,0,22322000.0,953000,21369000.0,1348000,34,0.043,Blue,Single,Existing Customer
708784908,47,F,3,Graduate,Unknown,34,5,1,4,18064000.0,2039000,16025000.0,4435000,88,0.113,Blue,Unknown,Existing Customer
717276708,57,M,2,Unknown,Rp 8.000.000 - Rp 15.000.000,36,3,3,2,3127000.0,2517000,610000.0,1470000,30,0.805,Blue,Single,Existing Customer
716204883,53,M,4,College,Rp 5.000.000 - Rp 8.000.000,44,5,3,1,7026000.0,1728000,5298000.0,3935000,66,0.246,Blue,Unknown,Existing Customer
715261458,37,F,1,Graduate,< Rp 3.000.000,36,6,2,4,6827000.0,0,6827000.0,2621000,49,0.0,Blue,Single,Existing Customer
827635083,59,F,0,Graduate,Unknown,55,4,3,3,1438300.0,755000,683300.0,4222000,75,0.525,Blue,Unknown,Existing Customer
713798958,38,F,3,Unknown,< Rp 3.000.000,36,2,3,1,1946000.0,1430000,516000.0,4643000,87,0.735,Blue,Single,Existing Customer
711286533,43,M,3,Graduate,Rp 5.000.000 - Rp 8.000.000,31,5,1,2,13448000.0,0,13448000.0,5067000,62,0.0,Blue,Unknown,Existing Customer
801786483,51,M,0,High School,Rp 8.000.000 - Rp 15.000.000,45,3,2,3,10648000.0,2517000,8131000.0,4930000,89,0.236,Blue,Single,Existing Customer
780814158,57,F,3,High School,< Rp 3.000.000,39,6,4,2,2781000.0,992000,1789000.0,4577000,81,0.357,Blue,Unknown,Existing Customer
717581658,49,M,2,Unknown,Rp 5.000.000 - Rp 8.000.000,38,4,1,2,2461000.0,1586000,875000.0,1729000,35,0.644,Blue,Single,Existing Customer
713828208,47,M,2,Uneducated,Rp 5.000.000 - Rp 8.000.000,36,6,2,1,8311000.0,0,8311000.0,1895000,57,0.0,Blue,Unknown,Existing Customer
711313158,50,F,4,Unknown,Unknown,44,5,1,1,10721000.0,0,10721000.0,4962000,74,0.0,Blue,Single,Existing Customer
710888883,37,F,3,High School,< Rp 3.000.000,36,6,4,2,1438300.0,636000,802300.0,4824000,83,0.442,Blue,Unknown,Existing Customer
717987258,43,F,3,Unknown,Rp 3.000.000 - Rp 5.000.000,36,5,2,4,2594000.0,1686000,908000.0,4503000,67,0.65,Blue,Single,Existing Customer
712340733,42,F,2,Graduate,Unknown,34,5,2,2,19373000.0,1142000,18231000.0,1792000,48,0.059,Blue,Unknown,Existing Customer
720043533,39,M,4,Graduate,Rp 5.000.000 - Rp 8.000.000,26,6,2,0,4534000.0,917000,3617000.0,4211000,66,0.202,Blue,Single,Existing Customer
721506708,54,M,1,Uneducated,Rp 8.000.000 - Rp 15.000.000,46,4,1,4,6249000.0,2517000,3732000.0,3988000,68,0.403,Blue,Unknown,Existing Customer
715207458,46,F,1,Unknown,< Rp 3.000.000,39,2,2,1,2029000.0,1074000,955000.0,4802000,90,0.529,Blue,Single,Existing Customer
788610258,49,M,4,College,< Rp 3.000.000,43,5,2,4,9652000.0,2517000,7135000.0,3762000,73,0.261,Blue,Unknown,Existing Customer
771556308,26,F,0,High School,< Rp 3.000.000,13,6,3,4,3517000.0,1195000,2322000.0,2255000,48,0.34,Blue,Single,Existing Customer
788785083,44,F,3,College,< Rp 3.000.000,25,6,3,2,3083000.0,1040000,2043000.0,4311000,78,0.337,Blue,Unknown,Existing Customer
790082508,42,M,4,High School,> Rp 15.000.000,35,5,2,2,34516000.0,1658000,32858000.0,2935000,65,0.048,Blue,Single,Existing Customer
716044383,41,F,3,High School,Unknown,36,5,1,2,5869000.0,0,5869000.0,4191000,65,0.0,Blue,Unknown,Existing Customer
709246683,62,M,1,Unknown,Unknown,36,5,1,1,18457000.0,2248000,16209000.0,3603000,69,0.122,Blue,Single,Existing Customer
720650208,40,F,3,College,Rp 3.000.000 - Rp 5.000.000,22,3,3,3,12588000.0,2005000,10583000.0,1561000,26,0.159,Blue,Unknown,Existing Customer
720050208,27,F,1,High School,< Rp 3.000.000,19,4,1,3,4255000.0,1748000,2507000.0,2236000,57,0.411,Blue,Single,Existing Customer
712370208,48,M,1,Uneducated,Rp 5.000.000 - Rp 8.000.000,35,3,2,2,17131000.0,1213000,15918000.0,1371000,37,0.071,Blue,Unknown,Existing Customer
789469083,55,M,2,Unknown,Rp 8.000.000 - Rp 15.000.000,46,2,1,1,10795000.0,0,10795000.0,7855000,81,0.0,Blue,Single,Existing Customer
715197633,43,M,3,Uneducated,Rp 3.000.000 - Rp 5.000.000,38,5,4,2,9449000.0,1914000,7535000.0,4658000,93,0.203,Blue,Unknown,Existing Customer
709200633,55,F,1,Graduate,Unknown,49,1,4,3,2721000.0,0,2721000.0,5443000,73,0.0,Blue,Single,Existing Customer
708774708,47,F,4,Graduate,Rp 3.000.000 - Rp 5.000.000,29,6,1,3,2636000.0,1589000,1047000.0,3858000,70,0.603,Blue,Unknown,Existing Customer
779598183,53,M,3,Unknown,Rp 5.000.000 - Rp 8.000.000,42,6,1,2,22938000.0,1700000,21238000.0,3428000,54,0.074,Blue,Single,Existing Customer
715477233,55,F,1,High School,Unknown,36,3,2,3,6968000.0,1430000,5538000.0,4037000,69,0.205,Blue,Unknown,Existing Customer
714765408,26,F,1,Unknown,< Rp 3.000.000,36,4,3,3,2557000.0,1990000,567000.0,2266000,57,0.778,Blue,Single,Existing Customer
788939358,47,M,2,High School,Rp 5.000.000 - Rp 8.000.000,33,4,2,2,2458000.0,1399000,1059000.0,1563000,40,0.569,Blue,Unknown,Existing Customer
797218233,51,F,2,Unknown,< Rp 3.000.000,45,5,1,0,1757000.0,0,1757000.0,4550000,82,0.0,Blue,Single,Existing Customer
789111483,46,M,3,Graduate,Rp 8.000.000 - Rp 15.000.000,34,5,3,4,16546000.0,1850000,14696000.0,4255000,75,0.112,Blue,Unknown,Existing Customer
720959058,44,F,3,Unknown,Unknown,33,5,3,1,8064000.0,2417000,5647000.0,4412000,67,0.3,Blue,Single,Existing Customer
773332908,48,M,4,High School,Rp 5.000.000 - Rp 8.000.000,30,3,3,2,14670000.0,1900000,12770000.0,4221000,83,0.13,Blue,Unknown,Existing Customer
714062958,36,M,4,Unknown,Rp 3.000.000 - Rp 5.000.000,36,6,1,2,9887000.0,994000,8893000.0,2552000,64,0.101,Blue,Single,Existing Customer
714702033,43,F,4,Graduate,< Rp 3.000.000,34,5,3,3,1971000.0,979000,992000.0,5446000,75,0.497,Blue,Unknown,Existing Customer
747885858,39,F,2,Graduate,< Rp 3.000.000,31,5,3,3,8325000.0,2048000,6277000.0,14571000,91,0.246,Blue,Single,Existing Customer
826480308,53,M,3,Graduate,Rp 8.000.000 - Rp 15.000.000,49,5,2,1,4778000.0,1869000,2909000.0,5489000,74,0.391,Blue,Unknown,Existing Customer
780462183,44,M,2,Unknown,Rp 8.000.000 - Rp 15.000.000,31,5,5,2,3454000.0,2065000,1389000.0,4026000,67,0.598,Blue,Single,Existing Customer
709668408,56,F,1,Graduate,Rp 3.000.000 - Rp 5.000.000,36,5,4,1,5204000.0,0,5204000.0,5285000,82,0.0,Blue,Unknown,Existing Customer
708173433,26,F,1,Unknown,Rp 3.000.000 - Rp 5.000.000,14,4,2,4,5645000.0,2324000,3321000.0,2482000,57,0.412,Blue,Single,Existing Customer
720487308,49,M,1,High School,Rp 5.000.000 - Rp 8.000.000,38,3,3,2,15898000.0,0,15898000.0,4184000,54,0.0,Blue,Unknown,Existing Customer
789631908,51,M,4,High School,Rp 5.000.000 - Rp 8.000.000,45,3,1,2,3031000.0,1787000,1244000.0,4690000,85,0.59,Blue,Single,Existing Customer
717775608,51,M,2,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,43,4,2,0,4830000.0,1970000,2860000.0,4850000,80,0.408,Blue,Unknown,Existing Customer
715435758,42,M,2,Graduate,Rp 8.000.000 - Rp 15.000.000,36,3,1,3,3046000.0,1231000,1815000.0,4711000,77,0.404,Blue,Single,Existing Customer
716038533,42,F,3,Graduate,< Rp 3.000.000,32,3,1,2,7169000.0,902000,6267000.0,1438000,35,0.126,Blue,Unknown,Existing Customer
712559058,54,M,0,High School,Rp 8.000.000 - Rp 15.000.000,45,1,3,2,20882000.0,1525000,19357000.0,4765000,76,0.073,Blue,Single,Existing Customer
824782008,42,M,3,High School,Rp 5.000.000 - Rp 8.000.000,38,5,1,2,10239000.0,510000,9729000.0,1228000,26,0.05,Blue,Unknown,Existing Customer
720101658,26,F,0,Graduate,< Rp 3.000.000,19,2,1,2,3416000.0,1109000,2307000.0,4614000,70,0.325,Blue,Single,Existing Customer
770740308,49,F,4,Graduate,Rp 3.000.000 - Rp 5.000.000,35,3,3,2,2631000.0,1699000,932000.0,4691000,92,0.646,Blue,Unknown,Existing Customer
708620283,35,M,1,Unknown,Rp 5.000.000 - Rp 8.000.000,25,6,3,2,6053000.0,2001000,4052000.0,2208000,59,0.331,Blue,Single,Existing Customer
772172883,46,F,2,Uneducated,Rp 3.000.000 - Rp 5.000.000,35,6,2,1,6145000.0,1349000,4796000.0,4893000,93,0.22,Blue,Unknown,Existing Customer
745124658,42,F,3,High School,< Rp 3.000.000,35,5,2,1,2563000.0,1579000,984000.0,4838000,70,0.616,Blue,Single,Existing Customer
715872333,41,M,0,High School,> Rp 15.000.000,36,3,2,3,18214000.0,1998000,16216000.0,1344000,21,0.11,Blue,Unknown,Existing Customer
715380483,54,F,5,Unknown,< Rp 3.000.000,49,2,3,2,1476000.0,0,1476000.0,4462000,75,0.0,Blue,Single,Existing Customer
720352533,43,M,3,High School,Rp 5.000.000 - Rp 8.000.000,36,5,3,3,20811000.0,1425000,19386000.0,1483000,38,0.068,Blue,Unknown,Existing Customer
709350783,63,F,0,Unknown,< Rp 3.000.000,36,6,1,1,4847000.0,1856000,2991000.0,4712000,76,0.383,Blue,Single,Existing Customer
771246708,40,M,5,Graduate,> Rp 15.000.000,27,5,2,3,31954000.0,2297000,29657000.0,4371000,82,0.072,Blue,Unknown,Existing Customer
711099408,35,F,4,High School,< Rp 3.000.000,25,5,2,3,2684000.0,1658000,1026000.0,4657000,76,0.618,Blue,Single,Existing Customer
720473433,59,F,1,Graduate,< Rp 3.000.000,36,5,1,3,2621000.0,2486000,135000.0,4955000,78,0.948,Blue,Unknown,Existing Customer
718067658,53,F,3,Unknown,Unknown,40,6,3,1,3998000.0,0,3998000.0,4223000,79,0.0,Blue,Single,Existing Customer
709716258,48,M,3,High School,Rp 8.000.000 - Rp 15.000.000,36,3,1,3,7633000.0,1707000,5926000.0,1807000,58,0.224,Blue,Unknown,Existing Customer
709824633,44,F,4,High School,< Rp 3.000.000,35,2,5,3,1552000.0,1375000,177000.0,5064000,80,0.886,Blue,Single,Existing Customer
710040483,37,M,3,Uneducated,Rp 5.000.000 - Rp 8.000.000,26,6,2,1,14485000.0,2124000,12361000.0,3895000,87,0.147,Blue,Unknown,Existing Customer
721256808,35,F,2,Unknown,< Rp 3.000.000,20,6,1,2,2691000.0,1935000,756000.0,4365000,86,0.719,Blue,Single,Existing Customer
710626758,44,M,4,Uneducated,Rp 5.000.000 - Rp 8.000.000,36,6,1,3,2761000.0,0,2761000.0,3706000,65,0.0,Blue,Unknown,Existing Customer
718490658,50,F,1,Graduate,< Rp 3.000.000,36,4,1,3,5012000.0,2242000,2770000.0,1142000,28,0.447,Blue,Single,Existing Customer
805282908,43,M,5,Graduate,Rp 3.000.000 - Rp 5.000.000,38,3,3,2,7599000.0,1100000,6499000.0,4401000,71,0.145,Blue,Unknown,Existing Customer
789101883,32,M,3,Unknown,> Rp 15.000.000,20,6,2,2,14244000.0,1673000,12571000.0,2729000,66,0.117,Blue,Single,Existing Customer
710568333,47,M,4,College,Rp 5.000.000 - Rp 8.000.000,35,4,2,3,6623000.0,1823000,4800000.0,2293000,47,0.275,Blue,Unknown,Existing Customer
721410858,54,F,4,High School,< Rp 3.000.000,36,1,3,0,1921000.0,1334000,587000.0,4512000,90,0.694,Blue,Single,Existing Customer
719621958,43,M,3,Graduate,Rp 5.000.000 - Rp 8.000.000,28,3,2,3,4365000.0,0,4365000.0,1720000,40,0.0,Blue,Unknown,Existing Customer
709741608,51,M,2,Unknown,Rp 8.000.000 - Rp 15.000.000,36,3,1,2,4546000.0,0,4546000.0,3739000,53,0.0,Blue,Single,Existing Customer
788950158,36,M,2,College,Rp 8.000.000 - Rp 15.000.000,22,2,2,3,34516000.0,1652000,32864000.0,1283000,39,0.048,Blue,Unknown,Existing Customer
714204108,45,F,5,Graduate,< Rp 3.000.000,38,3,3,0,2144000.0,1492000,652000.0,3859000,55,0.696,Blue,Single,Existing Customer
718433508,40,F,3,Uneducated,< Rp 3.000.000,30,2,5,2,2481000.0,2119000,362000.0,8097000,88,0.854,Blue,Unknown,Existing Customer
781942983,50,M,1,Unknown,> Rp 15.000.000,44,5,3,1,17827000.0,0,17827000.0,5010000,88,0.0,Blue,Single,Existing Customer
778755858,46,M,3,Graduate,Rp 8.000.000 - Rp 15.000.000,27,5,1,3,3665000.0,1725000,1940000.0,1881000,55,0.471,Blue,Unknown,Existing Customer
714914583,40,F,4,Graduate,< Rp 3.000.000,27,6,2,3,3751000.0,1521000,2230000.0,1060000,30,0.405,Blue,Single,Existing Customer
789603183,48,M,4,High School,Rp 5.000.000 - Rp 8.000.000,41,4,1,3,9728000.0,0,9728000.0,3756000,57,0.0,Blue,Unknown,Existing Customer
716089983,31,M,0,Graduate,Rp 3.000.000 - Rp 5.000.000,24,3,1,4,12050000.0,1732000,10318000.0,2015000,46,0.144,Blue,Single,Existing Customer
709300458,48,M,1,Graduate,< Rp 3.000.000,43,5,3,3,7199000.0,1031000,6168000.0,4041000,73,0.143,Blue,Unknown,Existing Customer
719373558,42,F,3,Unknown,< Rp 3.000.000,36,6,1,1,6275000.0,0,6275000.0,4308000,75,0.0,Blue,Single,Existing Customer
